symbol	phenotype_score	fraction_of_max	n_terms_matched	matched_terms	in_disease_panel
KCNJ1	12.776	0.4813	5	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
SLC12A1	12.776	0.4813	5	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
ABCC6	12.735	0.4797	4	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0200067(Recurrent spontaneous abortion)	yes
ENPP1	12.735	0.4797	4	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0200067(Recurrent spontaneous abortion)	yes
INSR	11.66	0.4393	5	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
MPV17	11.66	0.4393	5	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
VPS33B	11.66	0.4393	5	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
HRAS	11.564	0.4356	4	HP:0002859(Rhabdomyosarcoma);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
PTCH1	11.564	0.4356	4	HP:0002859(Rhabdomyosarcoma);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
BSND	11.509	0.4335	4	HP:0000121(Nephrocalcinosis);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
CLCNKA	11.509	0.4335	4	HP:0000121(Nephrocalcinosis);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
CLCNKB	11.509	0.4335	4	HP:0000121(Nephrocalcinosis);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
FBXL4	11.049	0.4162	5	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
FIG4	11.049	0.4162	5	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
SLC16A2	11.049	0.4162	5	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
PEX3	9.926	0.3739	4	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
IGHMBP2	9.782	0.3685	4	HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
BUB1B	9.641	0.3632	3	HP:0002859(Rhabdomyosarcoma);HP:0004322(Short stature);HP:0001518(Small for gestational age)	yes
CEP57	9.641	0.3632	3	HP:0002859(Rhabdomyosarcoma);HP:0004322(Short stature);HP:0001518(Small for gestational age)	yes
PPFIA3	9.553	0.3599	4	HP:0004322(Short stature);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
-	9.499	0.3579	4	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001518(Small for gestational age)	no
DNAJC21	9.499	0.3579	4	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001518(Small for gestational age)	yes
HSD11B2	9.499	0.3579	4	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001518(Small for gestational age)	yes
IGF2	9.499	0.3579	4	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001518(Small for gestational age)	yes
SBDS	9.499	0.3579	4	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001518(Small for gestational age)	yes
SRP54	9.499	0.3579	4	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001518(Small for gestational age)	yes
NBN	8.953	0.3373	3	HP:0002859(Rhabdomyosarcoma);HP:0004322(Short stature);HP:0003202(Skeletal muscle atrophy)	yes
TP53	8.953	0.3373	3	HP:0002859(Rhabdomyosarcoma);HP:0004322(Short stature);HP:0003202(Skeletal muscle atrophy)	yes
ABCB11	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
AK2	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
ALG12	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
ATP8B1	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
FBN1	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
FBXO22	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
GINS3	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
IFT140	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
PAX2	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
PBX1	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
PEX2	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
RNU4ATAC	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
RNU5B-1	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
RPS19	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
SKIC2	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
SMARCAL1	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
WDR4	8.888	0.3348	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
CTNS	8.811	0.3319	4	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy)	yes
SLC7A7	8.811	0.3319	4	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy)	yes
STRADA	8.66	0.3262	3	HP:0000121(Nephrocalcinosis);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
PTH1R	8.43	0.3176	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001622(Premature birth)	yes
MUSK	8.286	0.3121	3	HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
BRAF	8.2	0.3089	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth)	yes
GLB1	8.2	0.3089	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth)	yes
LMNA	8.2	0.3089	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth)	yes
MYH7	8.2	0.3089	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth)	yes
PEX10	8.2	0.3089	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth)	yes
PEX5	8.2	0.3089	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth)	yes
PEX6	8.2	0.3089	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth)	yes
CDKN1C	8.003	0.3015	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001518(Small for gestational age)	yes
PIK3C2A	8.003	0.3015	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001518(Small for gestational age)	yes
SRCAP	8.003	0.3015	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001518(Small for gestational age)	yes
ACTB	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
CARS1	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
COG7	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
DALRD3	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
ERCC6	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
HMGA2	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
LETM1	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
MAGEL2	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
MYH3	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
POLR3A	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
PRPS1	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
RAI1	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
SUCLA2	7.773	0.2928	4	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
PAX3	7.686	0.2895	2	HP:0002859(Rhabdomyosarcoma);HP:0003202(Skeletal muscle atrophy)	yes
PAX7	7.686	0.2895	2	HP:0002859(Rhabdomyosarcoma);HP:0003202(Skeletal muscle atrophy)	yes
ALG8	7.621	0.2871	3	HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
GALK1	7.621	0.2871	3	HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
NDP	7.621	0.2871	3	HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
NR1H4	7.621	0.2871	3	HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	no
PPP2R5C	7.621	0.2871	3	HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
TMEM70	7.621	0.2871	3	HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
ZNF699	7.621	0.2871	3	HP:0001508(Failure to thrive);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
VIPAS39	7.544	0.2842	3	HP:0000121(Nephrocalcinosis);HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy)	yes
ARID2	7.392	0.2785	3	HP:0004322(Short stature);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
COL1A1	7.392	0.2785	3	HP:0004322(Short stature);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
COL1A2	7.392	0.2785	3	HP:0004322(Short stature);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
DLK1	7.392	0.2785	3	HP:0004322(Short stature);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	no
JKAMP	7.392	0.2785	3	HP:0004322(Short stature);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
LRP5	7.392	0.2785	3	HP:0004322(Short stature);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
MEG3	7.392	0.2785	3	HP:0004322(Short stature);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	no
RTL1	7.392	0.2785	3	HP:0004322(Short stature);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	no
THOC2	7.392	0.2785	3	HP:0004322(Short stature);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
TSHR	7.392	0.2785	3	HP:0004322(Short stature);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
WDR73	7.392	0.2785	3	HP:0004322(Short stature);HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
POLRMT	7.315	0.2756	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0003202(Skeletal muscle atrophy)	yes
MAGED2	7.163	0.2698	2	HP:0000121(Nephrocalcinosis);HP:0001622(Premature birth)	yes
ZFX	7.163	0.2698	2	HP:0000121(Nephrocalcinosis);HP:0001622(Premature birth)	yes
ACTA1	6.933	0.2612	3	HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth)	yes
AIMP1	6.933	0.2612	3	HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth)	yes
TPM3	6.933	0.2612	3	HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth)	yes
YARS1	6.933	0.2612	3	HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001622(Premature birth)	yes
BUB1	6.792	0.2559	2	HP:0002859(Rhabdomyosarcoma);HP:0004322(Short stature)	yes
BUB3	6.792	0.2559	2	HP:0002859(Rhabdomyosarcoma);HP:0004322(Short stature)	yes
MDM2	6.792	0.2559	2	HP:0002859(Rhabdomyosarcoma);HP:0004322(Short stature)	no
NF1	6.792	0.2559	2	HP:0002859(Rhabdomyosarcoma);HP:0004322(Short stature)	yes
TRIP13	6.792	0.2559	2	HP:0002859(Rhabdomyosarcoma);HP:0004322(Short stature)	yes
ADAT3	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
ALPL	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
ATP6V1B1	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
ATP6V1E1	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
BAZ1B	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
BUD23	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
CASR	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
CLDN16	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
CLIP2	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
CRELD1	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
DNAJC30	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
EIF4H	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
ELN	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
FKBP6	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
FUT8	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
GTF2I	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
GTF2IRD1	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
GTF2IRD2	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
IFT56	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
LIMK1	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
METTL27	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
MLXIPL	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
MYO5B	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
NCF1	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
OCRL	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
RFC2	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
SLC1A2	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
SLC34A1	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
SLC34A3	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
SLC37A4	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
SLC4A1	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
SPOUT1	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
STX1A	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	yes
TBL2	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
TMEM270	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
VPS37D	6.65	0.2505	3	HP:0000121(Nephrocalcinosis);HP:0004322(Short stature);HP:0001508(Failure to thrive)	no
GUK1	6.506	0.2451	3	HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	no
NDUFB8	6.506	0.2451	3	HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
NGLY1	6.506	0.2451	3	HP:0001508(Failure to thrive);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
DNA2	6.277	0.2365	3	HP:0004322(Short stature);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
HUWE1	6.277	0.2365	3	HP:0004322(Short stature);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
ITPR1	6.277	0.2365	3	HP:0004322(Short stature);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
PNPLA6	6.277	0.2365	3	HP:0004322(Short stature);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
RPS6KA3	6.277	0.2365	3	HP:0004322(Short stature);HP:0003202(Skeletal muscle atrophy);HP:0001518(Small for gestational age)	yes
ABCB4	6.125	0.2307	2	HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
ALB	6.125	0.2307	2	HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
B4GALT1	6.125	0.2307	2	HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
CNTN1	6.125	0.2307	2	HP:0001622(Premature birth);HP:0001518(Small for gestational age)	no
FZD4	6.125	0.2307	2	HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
ZNF808	6.125	0.2307	2	HP:0001622(Premature birth);HP:0001518(Small for gestational age)	yes
ANXA5	6.084	0.2292	1	HP:0200067(Recurrent spontaneous abortion)	no
F12	6.084	0.2292	1	HP:0200067(Recurrent spontaneous abortion)	yes
F13A1	6.084	0.2292	1	HP:0200067(Recurrent spontaneous abortion)	yes
F13B	6.084	0.2292	1	HP:0200067(Recurrent spontaneous abortion)	yes
F2	6.084	0.2292	1	HP:0200067(Recurrent spontaneous abortion)	yes
F5	6.084	0.2292	1	HP:0200067(Recurrent spontaneous abortion)	yes
HTR1A	6.084	0.2292	1	HP:0200067(Recurrent spontaneous abortion)	no
SERPINC1	6.084	0.2292	1	HP:0200067(Recurrent spontaneous abortion)	yes
SYCP3	6.084	0.2292	1	HP:0200067(Recurrent spontaneous abortion)	no
TOP6BL	6.084	0.2292	1	HP:0200067(Recurrent spontaneous abortion)	no
ATP1A1	6.048	0.2278	2	HP:0000121(Nephrocalcinosis);HP:0003202(Skeletal muscle atrophy)	yes
ABCA12	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	no
ANKRD11	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
BRD4	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
CDON	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
COPB2	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
CRIPTO	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
DHCR7	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
DISP1	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
DLL1	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
EBF3	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
FDXR	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
FGF8	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
FGFR1	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
FOXH1	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
GAS1	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
GBA1	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
GLI2	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
HDAC8	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
KIF7	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
KRAS	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
MAP2K1	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
MAP2K2	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
MED12	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
MYT1L	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
NDUFB11	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
NIPBL	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
NODAL	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
OSGEP	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
PEX1	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
PEX11B	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
PEX12	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
PEX13	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
PEX14	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
PEX16	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
PEX19	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
PEX26	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
RAD21	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
SHH	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
SIX3	6.039	0.2275	3	HP:0004322(Short stature);HP:0001508(Failure to thrive);HP:0001622(Premature birth)	yes
