symbol	tier	n_sources	sources	has_strong_assertion	in_mitotic_panel	assertions
KCNMA1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KCNMA1-related developmental delay, seizures and cerebellar atrophy () | KCNMA1-related generalized epilepsy and paroxysmal dyskinesia () | generalized epilepsy-paroxysmal dyskinesia syndrome (Definitive) | generalized epilepsy-paroxysmal dyskinesia syndrome (Moderate)
KCNN2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KCNN2-related neurodevelopmental disorder with or without movement disorder ()
KCNN3	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KCNN3-related Zimmermann-Laband syndrome ()
KCNQ1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | Jervell and Lange-Nielsen syndrome (Definitive) | KCNQ1-related Jervell and Lange-Nielsen syndrome () | hypertrophic cardiomyopathy (Disputed) | long QT syndrome (Definitive) | short QT syndrome (Strong)
KCNQ2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KCNQ2-related benign neonatal epilepsy () | KCNQ2-related epileptic encephalopathy () | complex neurodevelopmental disorder (Definitive) | neonatal encephalopathy with non-epileptic myoclonus (Definitive) | neonatal-onset developmental and epileptic encephalopathy (Definitive)
KCNQ3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KCNQ3-related syndrome () | complex neurodevelopmental disorder (Definitive) | genetic developmental and epileptic encephalopathy (Limited) | self-limited familial neonatal epilepsy (Moderate)
KCNQ5	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KCNQ5-related intellectual disability with or without epileptic encephalopathy () | KCNQ5-related intellectual disability with or without epileptic encephalopathy, activating ()
KCNT1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KCNT1-related epilepsy () | KCNT1-related malignant migrating partial seizures of infancy () | childhood-onset epilepsy syndrome (Definitive)
KCNT2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KCNT2-related developmental and infantile epileptic encephalopathy () | complex neurodevelopmental disorder (Definitive)
KCTD1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | KCTD1-related scalp-ear-nipple syndrome () | scalp-ear-nipple syndrome (Definitive)
KCTD7	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KCTD7-related progressive myoclonic epilepsy () | progressive myoclonus epilepsy (Definitive)
KDM1A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KDM1A-related developmental delay and distinctive facial features () | palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome (Definitive)
KDM2B	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KDM2B-related neurodevelopmental disorder ()
KDM3B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Childhood solid tumours (confidence 3) | Intellectual disability (confidence 3) | KDM3B-related Diets-Jongmans syndrome () | syndromic intellectual disability (Definitive)
KDM4B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KDM4B-related developmental disorder () | intellectual developmental disorder, autosomal dominant 65 (Strong)
KDM5A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KDM5A-related intellectual developmental disorder () | congenital heart disease (Limited)
KDM5B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KDM5B-related neurodevelopmental disorder (biallelic) () | KDM5B-related neurodevelopmental disorder (monoallelic) () | intellectual disability (Moderate)
KDM5C	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KDM5C-related syndromic intellectual developmental disorder () | X-linked complex neurodevelopmental disorder (Definitive)
KDM6A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KDM6A-related Kabuki syndrome () | Kabuki syndrome 2 (Definitive)
KDM6B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KDM6B-related developmental disorder () | KDM6B-related intellectual developmental disorder () | syndromic intellectual disability (Definitive) | syndromic intellectual disability (Limited)
KIAA0586	1	2	PanelApp,gene2phenotype	yes	no	Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | KIAA0586-related Joubert syndrome ()
KIDINS220	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KIDINS220-related developmental disorder () | KIDINS220-related spastic paraplegia, intellectual disability, nystagmus, and obesity () | spastic paraplegia, intellectual disability, nystagmus, and obesity (Definitive) | ventriculomegaly and arthrogryposis (Definitive)
KIF11	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	Intellectual disability (confidence 3) | KIF11-related microcephaly with or without chorioretinopathy, lymphedema, and developmental delay () | Severe microcephaly (confidence 3) | microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability (Definitive) | tier 3
KIF14	1	3	PanelApp,gene2phenotype,mitotic_panel	yes	yes	Cystic renal disease (confidence 2) | Intellectual disability (confidence 3) | KIF14-related severe microcephaly and short stature () | Severe microcephaly (confidence 3) | tier 3
KIF1A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KIF1A-related NESCAV syndrome () | KIF1A-related neuropathy, hereditary sensory () | syndromic intellectual disability (Definitive)
KIF21A	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 1) | congenital fibrosis of extraocular muscles (Definitive)
KIF26A	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 2) | complex cortical dysplasia with other brain malformations (Strong)
KIF2A	1	3	PanelApp,gene2phenotype,mitotic_panel	yes	yes	Intellectual disability (confidence 3) | KIF2A-related malformations of cortical development and microcephaly () | tier 3
KIF4A	1	4	ClinGen,PanelApp,gene2phenotype,mitotic_panel	yes	yes	Intellectual disability (confidence 3) | KIF4A-related intellectual disability () | complex neurodevelopmental disorder with or without congenital anomalies (Limited) | tier 3
KIF5A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KIF5A-related severe neonatal myoclonus () | amyotrophic lateral sclerosis, susceptibility to, 25 (Definitive) | inherited neurodegenerative disorder (Definitive)
KIF5C	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KIF5C-related cortical dysplasia, complex, with other brain malformations () | complex cortical dysplasia with other brain malformations 2 (Moderate)
KIF7	1	2	PanelApp,gene2phenotype	yes	no	Cystic renal disease (confidence 1) | Cystic renal disease (confidence 3) | Intellectual disability (confidence 3) | KIF7-related acrocallosal syndrome ()
KIFBP	1	2	ClinGen,gene2phenotype	yes	no	Goldberg-Shprintzen syndrome (Definitive) | KIFBP-related Goldberg-Shprintzen megacolon syndrome ()
KIT	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | KIT-related piebaldism () | gastrointestinal stromal tumor (Definitive)
KLF7	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KLF7-related developmental disorder ()
KLHL20	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KLHL20-related developmental disorder with seizures () | complex neurodevelopmental disorder (Moderate)
KLHL40	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | KLHL40-related nemaline myopathy () | nemaline myopathy 8 (Definitive)
KLHL7	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KLHL7-related PERCHING syndrome (developmental delay, dysmorphism, feeding and respiratory difficulties, hypotonia, and joint contractures) ()
KMT2A	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KMT2A-related Wiedemann-Steiner syndrome () | Wiedemann-Steiner syndrome (Definitive)
KMT2B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KMT2B-related complex early-onset dystonia () | Severe microcephaly (confidence 3) | complex neurodevelopmental disorder with motor features (Definitive)
KMT2C	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KMT2C-related intellectual disability () | syndromic intellectual disability (Definitive)
KMT2D	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KMT2D-related Kabuki syndrome () | KMT2D-related multiple malformations syndrome (BCAHH) () | Kabuki syndrome 1 (Definitive)
KMT2E	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KMT2E-related neurodevelopmental disorder/O'Donnell-Luria-Rodan syndrome () | complex neurodevelopmental disorder (Definitive)
KMT5B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KMT5B-related intellectual developmental disorder () | complex neurodevelopmental disorder (Definitive)
KNL1	1	3	PanelApp,gene2phenotype,mitotic_panel	yes	yes	Intellectual disability (confidence 3) | KNL1-related primary microcephaly () | Severe microcephaly (confidence 3) | tier 2
KPTN	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | KPTN-related macrocephaly, neurodevelopmental delay, and seizures () | complex neurodevelopmental disorder (Definitive)
KRAS	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Childhood solid tumours (confidence 3) | Childhood solid tumours cancer susceptibility (confidence 3) | Costello syndrome (Disputed) | Familial rhabdomyosarcoma (confidence 1) | Intellectual disability (confidence 3) | KRAS-related Noonan syndrome ()
L1CAM	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | L1 syndrome (Definitive) | L1CAM-related hydrocephalus due to stenosis of the aqueduct of sylvius ()
L2HGDH	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | L2HGDH-related L-2-hydroxyglutaric aciduria () | mitochondrial disease (Definitive)
LAGE3	1	2	PanelApp,gene2phenotype	yes	no	LAGE3-related Galloway-Mowat syndrome () | Severe microcephaly (confidence 3)
LAMA1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LAMA1-related cerebellar dysplasia with cysts with or without retinal dystrophy ()
LAMA2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LAMA2-related congenital muscular dystrophy () | LAMA2-related muscular dystrophy (Definitive)
LAMB1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LAMB1-related cobblestone brain malformation without muscular or ocular abnormalities () | cobblestone lissencephaly without muscular or ocular involvement (Moderate)
LAMP2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Danon disease (Definitive) | Intellectual disability (confidence 3) | LAMP2-related Danon disease ()
LARGE1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LARGE1-related muscular dystrophy-dystroglycanopathy congenital with intellectual developmental disorder () | muscular dystrophy-dystroglycanopathy (Definitive)
LARP7	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LARP7-related Alazami syndrome () | Severe microcephaly (confidence 3)
LARS2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | LARS2-related Perrault syndrome () | Perrault syndrome (Definitive)
LBR	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Greenberg dysplasia (Moderate) | Intellectual disability (confidence 1) | LBR-related hydrops-ectopic calcification-moth-eaten skeletal dysplasia () | regressive spondylometaphyseal dysplasia (Moderate)
LDB3	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | LDB3-related myopathy myofibrillar () | arrhythmogenic right ventricular cardiomyopathy (Disputed) | cardiomyopathy, dilated, 2l (Strong) | dilated cardiomyopathy 1C (Limited) | hypertrophic cardiomyopathy (Disputed)
LDLR	1	2	ClinGen,PanelApp	yes	no	Additional findings health related - children (confidence 3) | hypercholesterolemia, familial, 1 (Definitive)
LETM1	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LETM1-related neurodevelopmental disorder ()
LGI1	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 1) | autosomal dominant epilepsy with auditory features (Definitive)
LHX2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LHX2-related neurodevelopmental disorder with or without microcephaly () | Severe microcephaly (confidence 2) | complex neurodevelopmental disorder (Strong)
LIAS	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LIAS-related neonatal-onset epilepsy, defective mitochondrial energy metabolism and glycine elevation () | Leigh syndrome (Limited) | mitochondrial disease (Moderate)
LIFR	1	2	ClinGen,gene2phenotype	yes	no	LIFR-related Stuve-Wiedeman syndrome () | obsolete Stüve-Wiedemann syndrome (Definitive)
LIG4	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	DNA ligase IV deficiency (Definitive) | Intellectual disability (confidence 3) | LIG4-related syndrome () | Severe microcephaly (confidence 3)
LINS1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LINS1-related intellectual developmental disorder () | complex neurodevelopmental disorder (Definitive)
LIPT1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LIPT1-related Leigh syndrome with secondary deficiency for pyruvate and alpha-ketoglutarate dehydrogenase () | Leigh syndrome (Moderate)
LITAF	1	2	ClinGen,PanelApp	yes	no	Charcot-Marie-Tooth disease (Definitive) | Intellectual disability (confidence 1)
LMBRD1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | LMBRD1-related methylmalonic aciduria and homocystinuria () | methylmalonic aciduria and homocystinuria type cblF (Definitive)
LMBRD2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LMBRD2-related intellectual disability ()
LMNA	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | LMNA-related Charcot-Marie-Tooth disease () | LMNA-related Emery-Dreifuss muscular dystrophy () | LMNA-related Hutchinson-Gilford progeria syndrome () | LMNA-related familial partial lipodystrophy () | arrhythmogenic right ventricular cardiomyopathy (Limited)
LMNB1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LMNB1-related developmental disorder () | Severe microcephaly (confidence 3) | microcephaly 26, primary, autosomal dominant (Definitive)
LMNB2	1	2	PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | LMNB2-related primary microcephaly () | Severe microcephaly (confidence 3)
LMOD2	1	2	ClinGen,gene2phenotype	yes	no	LMOD2-related infantile dilated cardiomyopathy () | cardiomyopathy, dilated, 2G (Definitive)
LMOD3	1	2	ClinGen,gene2phenotype	yes	no	LMOD3-related nemaline myopathy () | nemaline myopathy 10 (Definitive)
LMX1B	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | LMX1B-related nail-patella syndrome () | nail-patella syndrome (Definitive)
LONP1	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LONP1-related CODAS syndrome () | LONP1-related congenital diaphragmatic hernia () | Leigh syndrome (Limited)
LOXHD1	1	2	ClinGen,PanelApp	yes	no	Intellectual disability (confidence 1) | nonsyndromic genetic hearing loss (Definitive)
LRAT	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 1) | LRAT-related Leber congenital amaurosis () | inherited retinal dystrophy (Definitive)
LRBA	1	2	ClinGen,gene2phenotype	yes	no	LRBA-related childhood-onset hypogammaglobulinemia () | combined immunodeficiency due to LRBA deficiency (Definitive)
LRP2	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 3) | LRP2-related Donnai-Barrow syndrome () | LRP2-related intellectual disability () | congenital heart disease (No Known Disease Relationship)
LRP4	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Cenani-Lenz syndactyly syndrome (Definitive) | Intellectual disability (confidence 1) | LRP4-related Cenani-Lenz syndactyly syndrome () | congenital myasthenic syndrome 17 (Limited)
LRP5	1	3	ClinGen,PanelApp,gene2phenotype	yes	no	Intellectual disability (confidence 2) | LRP5-related exudative vitreoretinopathy () | LRP5-related exudative vitreoretinopathy (Definitive) | LRP5-related osteopetrosis () | LRP5-related osteoporosis-pseudoglioma syndrome on a spectrum with FEVR with osteopenia () | polycystic liver disease 4 with or without kidney cysts (Limited)
